Inspection ID,Violation ID,Property ID,Street Number,Street Name,Street Type,City,Zip Code,Inspection Date,Violation Code,Violation Description,Violation Code Type,Property Location
203144,231066,133388,7601,BARLOWE,RD,CHEVERLY,20785,01/11/2017,1H9,"County Code Section 13-264, Section 13-265 & Section 13-267",Prince George's,"7601 BARLOWE RD
CHEVERLY, MD 20785
(38.917106, -76.875699)"
203145,231067,130648,7521,GREENLEAF,RD,CHEVERLY,20785,01/11/2017,1H3,Section 13-118(a),International Property Maintenance Code,"7521 GREENLEAF RD
CHEVERLY, MD 20785
(38.920153, -76.876355)"
203151,231068,183663,2400,QUEENS CHAPEL,RD,HYATTSVILLE,20782,01/11/2017,1R1G,"Section 303.2, Section 303.4, Section 303.10",International Property Maintenance Code,"2400 QUEENS CHAPEL RD
HYATTSVILLE, MD 20782
(38.947727, -76.972211)"
203151,231069,183663,2400,QUEENS CHAPEL,RD,HYATTSVILLE,20782,01/11/2017,2A3GH,"Section 402.2, Section 402.3, Section 604.3  Secti",International Property Maintenance Code,"2400 QUEENS CHAPEL RD
HYATTSVILLE, MD 20782
(38.947727, -76.972211)"
203152,231070,183663,2400,QUEENS CHAPEL,RD,HYATTSVILLE,20782,01/11/2017,2B1TC,"Section 11-254, IPMC Code Section 703.2",Fire Code,"2400 QUEENS CHAPEL RD
HYATTSVILLE, MD 20782
(38.947727, -76.972211)"
203152,231071,183663,2400,QUEENS CHAPEL,RD,HYATTSVILLE,20782,01/11/2017,2E1LR,"Section 303.5, Section 304.1",International Property Maintenance Code,"2400 QUEENS CHAPEL RD
HYATTSVILLE, MD 20782
(38.947727, -76.972211)"
203153,231072,183663,2400,QUEENS CHAPEL,RD,HYATTSVILLE,20782,01/11/2017,2B2LR,"Section 11-254, International Property Maintenance Code (2000) 303.15, Section 304.6",Fire Code,"2400 QUEENS CHAPEL RD
HYATTSVILLE, MD 20782
(38.947727, -76.972211)"
203154,231073,183663,2400,QUEENS CHAPEL,RD,HYATTSVILLE,20782,01/11/2017,2E2LR,"Section 304.1, Section 304.3",International Property Maintenance Code,"2400 QUEENS CHAPEL RD
HYATTSVILLE, MD 20782
(38.947727, -76.972211)"
203154,231074,183663,2400,QUEENS CHAPEL,RD,HYATTSVILLE,20782,01/11/2017,2P2LR,"Section 504.1, Section 504.3",International Property Maintenance Code,"2400 QUEENS CHAPEL RD
HYATTSVILLE, MD 20782
(38.947727, -76.972211)"
203154,231075,183663,2400,QUEENS CHAPEL,RD,HYATTSVILLE,20782,01/11/2017,2P5LR,"Section 504.1, Section 504.3",International Property Maintenance Code,"2400 QUEENS CHAPEL RD
HYATTSVILLE, MD 20782
(38.947727, -76.972211)"
203154,231076,183663,2400,QUEENS CHAPEL,RD,HYATTSVILLE,20782,01/11/2017,3J8T,"Section 102.8, Section 304.1",International Property Maintenance Code,"2400 QUEENS CHAPEL RD
HYATTSVILLE, MD 20782
(38.947727, -76.972211)"
203155,231077,183663,2400,QUEENS CHAPEL,RD,HYATTSVILLE,20782,01/11/2017,2B1TC,"Section 11-254, IPMC Code Section 703.2",Fire Code,"2400 QUEENS CHAPEL RD
HYATTSVILLE, MD 20782
(38.947727, -76.972211)"
203156,231078,183663,2400,QUEENS CHAPEL,RD,HYATTSVILLE,20782,01/11/2017,2B1TC,"Section 11-254, IPMC Code Section 703.2",Fire Code,"2400 QUEENS CHAPEL RD
HYATTSVILLE, MD 20782
(38.947727, -76.972211)"
203157,231079,8738,5800,ANNAPOLIS,RD,BLADENSBURG,20710,01/11/2017,2B2H,"Section 11-254, International Property Maintenance Code (2000) 303.15, Section 304.6",Fire Code,"5800 ANNAPOLIS RD
BLADENSBURG, MD 20710
(38.939584, -76.916622)"
203157,231080,8738,5800,ANNAPOLIS,RD,BLADENSBURG,20710,01/11/2017,2E1LR,"Section 303.5, Section 304.1",International Property Maintenance Code,"5800 ANNAPOLIS RD
BLADENSBURG, MD 20710
(38.939584, -76.916622)"
203157,231081,8738,5800,ANNAPOLIS,RD,BLADENSBURG,20710,01/11/2017,2G4H,Section 304.4,International Property Maintenance Code,"5800 ANNAPOLIS RD
BLADENSBURG, MD 20710
(38.939584, -76.916622)"
203157,231082,8738,5800,ANNAPOLIS,RD,BLADENSBURG,20710,01/11/2017,2J1G,"Section 701.2, Fire Code Section 11-292",International Property Maintenance Code,"5800 ANNAPOLIS RD
BLADENSBURG, MD 20710
(38.939584, -76.916622)"
203158,231083,8738,5800,ANNAPOLIS,RD,BLADENSBURG,20710,01/11/2017,2B1H,"Section 11-254, IPMC Code Section 703.2",Fire Code,"5800 ANNAPOLIS RD
BLADENSBURG, MD 20710
(38.939584, -76.916622)"
203158,231084,8738,5800,ANNAPOLIS,RD,BLADENSBURG,20710,01/11/2017,2B2B,"Section 11-254, International Property Maintenance Code (2000) 303.15, Section 304.6",Fire Code,"5800 ANNAPOLIS RD
BLADENSBURG, MD 20710
(38.939584, -76.916622)"
203158,231085,8738,5800,ANNAPOLIS,RD,BLADENSBURG,20710,01/11/2017,2E1LR,"Section 303.5, Section 304.1",International Property Maintenance Code,"5800 ANNAPOLIS RD
BLADENSBURG, MD 20710
(38.939584, -76.916622)"
203158,231086,8738,5800,ANNAPOLIS,RD,BLADENSBURG,20710,01/11/2017,2G4H,Section 304.4,International Property Maintenance Code,"5800 ANNAPOLIS RD
BLADENSBURG, MD 20710
(38.939584, -76.916622)"
203158,231087,8738,5800,ANNAPOLIS,RD,BLADENSBURG,20710,01/11/2017,2O3H,Section 605.1,International Property Maintenance Code,"5800 ANNAPOLIS RD
BLADENSBURG, MD 20710
(38.939584, -76.916622)"
203159,231088,8738,5800,ANNAPOLIS,RD,BLADENSBURG,20710,01/11/2017,1G4G,Section 302.2  P.G. County Code Section 4-296 and ,International Property Maintenance Code,"5800 ANNAPOLIS RD
BLADENSBURG, MD 20710
(38.939584, -76.916622)"
203159,231089,8738,5800,ANNAPOLIS,RD,BLADENSBURG,20710,01/11/2017,1L3G,"Section 11-254, International Property Maintenance Code (2000) 303.15, Section",Fire Code,"5800 ANNAPOLIS RD
BLADENSBURG, MD 20710
(38.939584, -76.916622)"
203159,231090,8738,5800,ANNAPOLIS,RD,BLADENSBURG,20710,01/11/2017,2A3H,"Section 402.2, Section 402.3, Section 604.3  Secti",International Property Maintenance Code,"5800 ANNAPOLIS RD
BLADENSBURG, MD 20710
(38.939584, -76.916622)"
203159,231091,8738,5800,ANNAPOLIS,RD,BLADENSBURG,20710,01/11/2017,2D1H,"Section 304.1, Section 304.3",International Property Maintenance Code,"5800 ANNAPOLIS RD
BLADENSBURG, MD 20710
(38.939584, -76.916622)"
182597,195134,134147,10125,PRINCE,PL,SPRINGDALE,20774,01/06/2015,OWL,"Section 13-181, Section 13-182",PG County Code,
203159,231092,8738,5800,ANNAPOLIS,RD,BLADENSBURG,20710,01/11/2017,2O3H,Section 605.1,International Property Maintenance Code,"5800 ANNAPOLIS RD
BLADENSBURG, MD 20710
(38.939584, -76.916622)"
203160,231093,8738,5800,ANNAPOLIS,RD,BLADENSBURG,20710,01/11/2017,1G4G,Section 302.2  P.G. County Code Section 4-296 and ,International Property Maintenance Code,"5800 ANNAPOLIS RD
BLADENSBURG, MD 20710
(38.939584, -76.916622)"
203160,231094,8738,5800,ANNAPOLIS,RD,BLADENSBURG,20710,01/11/2017,1L3G,"Section 11-254, International Property Maintenance Code (2000) 303.15, Section",Fire Code,"5800 ANNAPOLIS RD
BLADENSBURG, MD 20710
(38.939584, -76.916622)"
203160,231095,8738,5800,ANNAPOLIS,RD,BLADENSBURG,20710,01/11/2017,2A3H,"Section 402.2, Section 402.3, Section 604.3  Secti",International Property Maintenance Code,"5800 ANNAPOLIS RD
BLADENSBURG, MD 20710
(38.939584, -76.916622)"
203160,231096,8738,5800,ANNAPOLIS,RD,BLADENSBURG,20710,01/11/2017,2D1H,"Section 304.1, Section 304.3",International Property Maintenance Code,"5800 ANNAPOLIS RD
BLADENSBURG, MD 20710
(38.939584, -76.916622)"
203160,231097,8738,5800,ANNAPOLIS,RD,BLADENSBURG,20710,01/11/2017,2O3H,Section 605.1,International Property Maintenance Code,"5800 ANNAPOLIS RD
BLADENSBURG, MD 20710
(38.939584, -76.916622)"
203162,231099,16242,3839,64TH,AVE,HYATTSVILLE,20784,01/11/2017,OWL,"Section 13-181, Section 13-182",PG County Code,"3839 64TH AVE
HYATTSVILLE, MD 20784
(38.937914, -76.908291)"
203164,231100,286362,1000,BRIGHTSEAT,RD,CHEVERLY,20785,01/12/2017,2A3H,"Section 402.2, Section 402.3, Section 604.3  Secti",International Property Maintenance Code,"1000 BRIGHTSEAT RD
CHEVERLY, MD 20785
(38.903142, -76.853286)"
203164,231101,286362,1000,BRIGHTSEAT,RD,CHEVERLY,20785,01/12/2017,2A4H,"Section 604.3, Section 2706.1 of the BOCA Code",International Property Maintenance Code,"1000 BRIGHTSEAT RD
CHEVERLY, MD 20785
(38.903142, -76.853286)"
203164,231102,286362,1000,BRIGHTSEAT,RD,CHEVERLY,20785,01/12/2017,2B1H,"Section 11-254, IPMC Code Section 703.2",Fire Code,"1000 BRIGHTSEAT RD
CHEVERLY, MD 20785
(38.903142, -76.853286)"
203164,231103,286362,1000,BRIGHTSEAT,RD,CHEVERLY,20785,01/12/2017,2Q2MR,Section 13-114(b)  Fire Code Section 11-161,International Property Maintenance Code,"1000 BRIGHTSEAT RD
CHEVERLY, MD 20785
(38.903142, -76.853286)"
203165,231104,159189,9915,GOOD LUCK,RD,GLENARDEN,20706,01/12/2017,1J2G,Section 303.12,International Property Maintenance Code,"9915 GOOD LUCK RD
GLENARDEN, MD 20706
(38.992972, -76.8359)"
203166,231105,159189,9915,GOOD LUCK,RD,GLENARDEN,20706,01/12/2017,1J2G,Section 303.12,International Property Maintenance Code,"9915 GOOD LUCK RD
GLENARDEN, MD 20706
(38.992972, -76.8359)"
203167,231106,159189,9915,GOOD LUCK,RD,GLENARDEN,20706,01/12/2017,1J2G,Section 303.12,International Property Maintenance Code,"9915 GOOD LUCK RD
GLENARDEN, MD 20706
(38.992972, -76.8359)"
203169,231107,159189,9915,GOOD LUCK,RD,GLENARDEN,20706,01/12/2017,1J2G,Section 303.12,International Property Maintenance Code,"9915 GOOD LUCK RD
GLENARDEN, MD 20706
(38.992972, -76.8359)"
203170,231108,159189,9915,GOOD LUCK,RD,GLENARDEN,20706,01/12/2017,1J2G,Section 303.12,International Property Maintenance Code,"9915 GOOD LUCK RD
GLENARDEN, MD 20706
(38.992972, -76.8359)"
203171,231109,159189,9915,GOOD LUCK,RD,GLENARDEN,20706,01/12/2017,1J2G,Section 303.12,International Property Maintenance Code,"9915 GOOD LUCK RD
GLENARDEN, MD 20706
(38.992972, -76.8359)"
203172,231110,159189,9915,GOOD LUCK,RD,GLENARDEN,20706,01/12/2017,1J2G,Section 303.12,International Property Maintenance Code,"9915 GOOD LUCK RD
GLENARDEN, MD 20706
(38.992972, -76.8359)"
203173,231111,159189,9915,GOOD LUCK,RD,GLENARDEN,20706,01/12/2017,1J2G,Section 303.12,International Property Maintenance Code,"9915 GOOD LUCK RD
GLENARDEN, MD 20706
(38.992972, -76.8359)"
203174,231112,159189,9915,GOOD LUCK,RD,GLENARDEN,20706,01/12/2017,1J2G,Section 303.12,International Property Maintenance Code,"9915 GOOD LUCK RD
GLENARDEN, MD 20706
(38.992972, -76.8359)"
203175,231113,159189,9915,GOOD LUCK,RD,GLENARDEN,20706,01/12/2017,1J2G,Section 303.12,International Property Maintenance Code,"9915 GOOD LUCK RD
GLENARDEN, MD 20706
(38.992972, -76.8359)"
203168,231114,159189,9915,GOOD LUCK,RD,GLENARDEN,20706,01/12/2017,1J2G,Section 303.12,International Property Maintenance Code,"9915 GOOD LUCK RD
GLENARDEN, MD 20706
(38.992972, -76.8359)"
203176,231115,23559,15488,MT CALVERT,RD,UPPER MARLBORO,20772,01/12/2017,1B1G,Section 13-118(b)(e),International Property Maintenance Code,"15488 MT CALVERT RD
UPPER MARLBORO, MD 20772
(38.775869, -76.737485)"
203176,231116,23559,15488,MT CALVERT,RD,UPPER MARLBORO,20772,01/12/2017,1H2G,Section 13-118(f),International Property Maintenance Code,"15488 MT CALVERT RD
UPPER MARLBORO, MD 20772
(38.775869, -76.737485)"
203176,231117,23559,15488,MT CALVERT,RD,UPPER MARLBORO,20772,01/12/2017,1M1G,Section 303.2,International Property Maintenance Code,"15488 MT CALVERT RD
UPPER MARLBORO, MD 20772
(38.775869, -76.737485)"
203176,231118,23559,15488,MT CALVERT,RD,UPPER MARLBORO,20772,01/12/2017,2I5GH,"Section 701.2, Fire Code Section 11-258",International Property Maintenance Code,"15488 MT CALVERT RD
UPPER MARLBORO, MD 20772
(38.775869, -76.737485)"
203177,231119,23559,15488,MT CALVERT,RD,UPPER MARLBORO,20772,01/12/2017,1N4,"Section 303.7, Building Code Section 4-208",International Property Maintenance Code,"15488 MT CALVERT RD
UPPER MARLBORO, MD 20772
(38.775869, -76.737485)"
203178,231120,23559,15488,MT CALVERT,RD,UPPER MARLBORO,20772,01/12/2017,1N4,"Section 303.7, Building Code Section 4-208",International Property Maintenance Code,"15488 MT CALVERT RD
UPPER MARLBORO, MD 20772
(38.775869, -76.737485)"
203179,231121,23559,15488,MT CALVERT,RD,UPPER MARLBORO,20772,01/12/2017,1B1,Section 13-118(b)(e),International Property Maintenance Code,"15488 MT CALVERT RD
UPPER MARLBORO, MD 20772
(38.775869, -76.737485)"
203179,231122,23559,15488,MT CALVERT,RD,UPPER MARLBORO,20772,01/12/2017,1N3,"Section 303.1, Section 303.2, Section 303.6",International Property Maintenance Code,"15488 MT CALVERT RD
UPPER MARLBORO, MD 20772
(38.775869, -76.737485)"
203180,231123,23559,15488,MT CALVERT,RD,UPPER MARLBORO,20772,01/12/2017,1N1,"Section 303.1, Section 303.7",International Property Maintenance Code,"15488 MT CALVERT RD
UPPER MARLBORO, MD 20772
(38.775869, -76.737485)"
203180,231124,23559,15488,MT CALVERT,RD,UPPER MARLBORO,20772,01/12/2017,1N3,"Section 303.1, Section 303.2, Section 303.6",International Property Maintenance Code,"15488 MT CALVERT RD
UPPER MARLBORO, MD 20772
(38.775869, -76.737485)"
203180,231125,23559,15488,MT CALVERT,RD,UPPER MARLBORO,20772,01/12/2017,3B3B1,Section 13-120,International Property Maintenance Code,"15488 MT CALVERT RD
UPPER MARLBORO, MD 20772
(38.775869, -76.737485)"
203180,231126,23559,15488,MT CALVERT,RD,UPPER MARLBORO,20772,01/12/2017,3B4B1,"Section 304.1, Section 13-120",International Property Maintenance Code,"15488 MT CALVERT RD
UPPER MARLBORO, MD 20772
(38.775869, -76.737485)"
203180,231127,23559,15488,MT CALVERT,RD,UPPER MARLBORO,20772,01/12/2017,3C1LR,"Section 304.1, Section 13-120, Section 703.1",International Property Maintenance Code,"15488 MT CALVERT RD
UPPER MARLBORO, MD 20772
(38.775869, -76.737485)"
203180,231128,23559,15488,MT CALVERT,RD,UPPER MARLBORO,20772,01/12/2017,3E5T,Section 303.13,International Property Maintenance Code,"15488 MT CALVERT RD
UPPER MARLBORO, MD 20772
(38.775869, -76.737485)"
203181,231129,23559,15488,MT CALVERT,RD,UPPER MARLBORO,20772,01/12/2017,1N3,"Section 303.1, Section 303.2, Section 303.6",International Property Maintenance Code,"15488 MT CALVERT RD
UPPER MARLBORO, MD 20772
(38.775869, -76.737485)"
203181,231130,23559,15488,MT CALVERT,RD,UPPER MARLBORO,20772,01/12/2017,1N4,"Section 303.7, Building Code Section 4-208",International Property Maintenance Code,"15488 MT CALVERT RD
UPPER MARLBORO, MD 20772
(38.775869, -76.737485)"
203181,231131,23559,15488,MT CALVERT,RD,UPPER MARLBORO,20772,01/12/2017,1O1,"Section 303.1, Section 303.6",International Property Maintenance Code,"15488 MT CALVERT RD
UPPER MARLBORO, MD 20772
(38.775869, -76.737485)"
203182,231132,53339,3201,WALTERS,LN,DISTRICT HEIGHTS,20747,01/12/2017,3B1T,"Section 13-120, Section 703.1",International Property Maintenance Code,"3201 WALTERS LN DISTRICT HEIGHTS
MD 20747"
203182,231133,53339,3201,WALTERS,LN,DISTRICT HEIGHTS,20747,01/12/2017,3B4T,"Section 304.1, Section 13-120",International Property Maintenance Code,"3201 WALTERS LN DISTRICT HEIGHTS
MD 20747"
203182,231134,53339,3201,WALTERS,LN,DISTRICT HEIGHTS,20747,01/12/2017,3D7H,"Section 304.1, Section 13-120",International Property Maintenance Code,"3201 WALTERS LN DISTRICT HEIGHTS
MD 20747"
203182,231135,53339,3201,WALTERS,LN,DISTRICT HEIGHTS,20747,01/12/2017,3I1T,"Section 504.1, Section 505.3",International Property Maintenance Code,"3201 WALTERS LN DISTRICT HEIGHTS
MD 20747"
203183,231136,53339,3201,WALTERS,LN,DISTRICT HEIGHTS,20747,01/12/2017,3B3T,Section 13-120,International Property Maintenance Code,"3201 WALTERS LN DISTRICT HEIGHTS
MD 20747"
203183,231137,53339,3201,WALTERS,LN,DISTRICT HEIGHTS,20747,01/12/2017,3I1T,"Section 504.1, Section 505.3",International Property Maintenance Code,"3201 WALTERS LN DISTRICT HEIGHTS
MD 20747"
203184,231138,147348,7743,GREYMONT,ST,CHEVERLY,20785,01/13/2017,1H9,"County Code Section 13-264, Section 13-265 & Section 13-267",Prince George's,"7743 GREYMONT ST
CHEVERLY, MD 20785
(38.915357, -76.873128)"
203185,231139,147348,7743,GREYMONT,ST,CHEVERLY,20785,01/18/2017,1M1,Section 303.2,International Property Maintenance Code,"7743 GREYMONT ST
CHEVERLY, MD 20785
(38.915357, -76.873128)"
203185,231141,147348,7743,GREYMONT,ST,CHEVERLY,20785,01/18/2017,1S1,Section 13-118(e),International Property Maintenance Code,"7743 GREYMONT ST
CHEVERLY, MD 20785
(38.915357, -76.873128)"
203186,231142,301394,250,AMERICAN,WAY,NATIONAL HARBOR,20745,01/13/2017,2B7G,Section 13-122,International Property Maintenance Code,"250 AMERICAN WAY NATIONAL HARBOR
MD 20745"
203186,231143,301394,250,AMERICAN,WAY,NATIONAL HARBOR,20745,01/13/2017,2D1GSR,"Section 304.1, Section 304.3",International Property Maintenance Code,"250 AMERICAN WAY NATIONAL HARBOR
MD 20745"
203187,231144,301394,250,AMERICAN,WAY,NATIONAL HARBOR,20745,01/13/2017,2D1SR,"Section 304.1, Section 304.3",International Property Maintenance Code,"250 AMERICAN WAY NATIONAL HARBOR
MD 20745"
203187,231145,301394,250,AMERICAN,WAY,NATIONAL HARBOR,20745,01/13/2017,2E1SR,"Section 303.5, Section 304.1",International Property Maintenance Code,"250 AMERICAN WAY NATIONAL HARBOR
MD 20745"
203185,231146,147348,7743,GREYMONT,ST,CHEVERLY,20785,01/18/2017,1N3,"Section 303.1, Section 303.2, Section 303.6",International Property Maintenance Code,"7743 GREYMONT ST
CHEVERLY, MD 20785
(38.915357, -76.873128)"
203188,231147,53339,3201,WALTERS,LN,DISTRICT HEIGHTS,20747,01/17/2017,UNFA,"Section 13-113(b)(1), Section 13-113(d)",International Property Maintenance Code,"3201 WALTERS LN DISTRICT HEIGHTS
MD 20747"
203189,231148,53339,3201,WALTERS,LN,DISTRICT HEIGHTS,20747,01/17/2017,UNFA,"Section 13-113(b)(1), Section 13-113(d)",International Property Maintenance Code,"3201 WALTERS LN DISTRICT HEIGHTS
MD 20747"
203195,231149,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,1H1G,"Section 305.1, Section 305.2, Section 305.2.1",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203195,231150,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,2E6G,Section 13-120,International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203196,231151,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,1J1,"Section 303.10, Section 304.4",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203196,231152,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,2F1H,Section 304.4,International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203196,231153,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3B1LR,"Section 13-120, Section 703.1",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203196,231154,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3C1B1,"Section 304.1, Section 13-120, Section 703.1",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203196,231155,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3C4BA1,"Section 304.1, Section 13-120",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203196,231156,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3F5T,"Section 13-120, Section 304.6",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203196,231157,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3I1T,"Section 504.1, Section 505.3",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203197,231158,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3F5T,"Section 13-120, Section 304.6",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203197,231159,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3J7K,"Section 102.8, Section 13-120",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203197,231160,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3K1,"Section 306.1, Section 306.2, Section 302.5",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203198,231161,39694,3215,SWANN,RD,SUITLAND,20746,01/17/2017,3B3LR,Section 13-120,International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203198,231162,39694,3215,SWANN,RD,SUITLAND,20746,01/17/2017,3C1B1,"Section 304.1, Section 13-120, Section 703.1",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203198,231163,39694,3215,SWANN,RD,SUITLAND,20746,01/17/2017,3C1LR,"Section 304.1, Section 13-120, Section 703.1",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203198,231164,39694,3215,SWANN,RD,SUITLAND,20746,01/17/2017,3C3LR,"Section 304.1, Section 505.3, Section 13-120",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203199,231165,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,2D2H,"Section 304.1, Section 304.3",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203199,231166,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,2E6G,Section 13-120,International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203199,231167,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3B3LR,Section 13-120,International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203200,231168,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,1U2,"Section 102.8, Section 303.2, Section 303.9",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203200,231169,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,2G1G,Section 304.4,International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203201,231170,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3K1,"Section 306.1, Section 306.2, Section 302.5",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203202,231171,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,1G4,Section 302.2  P.G. County Code Section 4-296 and 4-298,International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203202,231172,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,1U2,"Section 102.8, Section 303.2, Section 303.9",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203202,231173,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,2E2H,"Section 304.1, Section 304.3",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203202,231174,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,2G1G,Section 304.4,International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203202,231175,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3B1BA1,"Section 13-120, Section 703.1",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203202,231176,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3B2BA1,Section 13-120,International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
179990,191874,4757,10604,WOODBINE,RD,BELTSVILLE,20705,11/06/2014,1H4,Section 13-118(d),International Property Maintenance Code,
196876,221232,187827,5341,SOUTHERN,AVE,CAPITOL HEIGHTS,20743,03/10/2016,1H7,Section 13-118(a),International Property Maintenance Code,"5341 SOUTHERN AVE CAPITOL HEIGHTS
MD 20743"
203202,231177,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3B3BA1,Section 13-120,International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203202,231178,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3I1T,"Section 504.1, Section 505.3",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203203,231179,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3B3LR,Section 13-120,International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203203,231180,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3I1T,"Section 504.1, Section 505.3",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203203,231181,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3I3BA1,"Section 504.1, Section 504.3",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203203,231182,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3K1,"Section 306.1, Section 306.2, Section 302.5",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203204,231183,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,2E2H,"Section 304.1, Section 304.3",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203204,231184,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3K1,"Section 306.1, Section 306.2, Section 302.5",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203204,231185,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3F5T,"Section 13-120, Section 304.6",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
203204,231186,39694,3215,SWANN,RD,SUITLAND,20746,01/18/2017,3L1,"Section 605.1, Section 704.1",International Property Maintenance Code,"3215 SWANN RD
SUITLAND, MD 20746
(38.845712, -76.925601)"
