census_tract_number,pct_denied_2015,pct_own_occupied_loan_2015,median_loan_amt_2015,pct_refinancing_2015,pct_denied_2010,pct_own_occupied_loan_2010,median_loan_amt_2010,pct_refinancing_2010
8067.08,12.32876712328767,97.94520547945206,140000,56.849315068493155,12.32876712328767,97.94520547945206,140000,56.849315068493155
8067.10,20.62146892655367,93.78531073446328,182000,66.38418079096046,20.62146892655367,93.78531073446328,182000,66.38418079096046
8067.11,27.956989247311824,95.6989247311828,149000,52.1505376344086,27.956989247311824,95.6989247311828,149000,52.1505376344086
8067.12,19.047619047619047,87.75510204081633,144000,49.65986394557823,19.047619047619047,87.75510204081633,144000,49.65986394557823
8068.00,15.878378378378377,94.25675675675676,200500,61.82432432432432,15.878378378378377,94.25675675675676,200500,61.82432432432432
8069.00,15.873015873015872,92.06349206349206,188000,66.26984126984127,15.873015873015872,92.06349206349206,188000,66.26984126984127
8070.00,19.36936936936937,80.63063063063063,183000,68.91891891891892,19.36936936936937,80.63063063063063,183000,68.91891891891892
8071.02,14.012738853503185,93.63057324840764,236000,73.24840764331209,14.012738853503185,93.63057324840764,236000,73.24840764331209
8072.00,13.333333333333334,48.333333333333336,171000,68.33333333333333,13.333333333333334,48.333333333333336,171000,68.33333333333333
8073.01,13.23529411764706,91.17647058823529,218000,77.94117647058823,13.23529411764706,91.17647058823529,218000,77.94117647058823
8073.04,14.85148514851485,99.00990099009901,202000,51.48514851485149,14.85148514851485,99.00990099009901,202000,51.48514851485149
8073.05,24.175824175824175,96.7032967032967,216500,63.18681318681318,24.175824175824175,96.7032967032967,216500,63.18681318681318
8074.04,21.428571428571427,96.82539682539682,196000,50,21.428571428571427,96.82539682539682,196000,50
8074.05,20.388349514563107,93.85113268608414,214000,66.34304207119742,20.388349514563107,93.85113268608414,214000,66.34304207119742
8074.06,22.177419354838708,94.75806451612904,169500,57.66129032258065,22.177419354838708,94.75806451612904,169500,57.66129032258065
8074.07,15.29745042492918,97.45042492917847,255000,68.27195467422096,15.29745042492918,97.45042492917847,255000,68.27195467422096
8074.08,14.906832298136646,96.27329192546584,211500,65.21739130434783,14.906832298136646,96.27329192546584,211500,65.21739130434783
NA,56.25,93.75,238000,37.5,56.25,93.75,238000,37.5
